prompt,response,lexicon,lexical_jaccard_prompt,semantic_cosine_prompt,composite_prompt,response_similarity
which practice bolsters service standards?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.865693
which policy sustains data privacy?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.865693
which policy sustains data confidentiality?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.865693
what method optimizes intake workflow?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.865693
what method streamlines intake process?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.865693
which tool enables staging migration?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.865693
which tool supports staging cutover?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.865693
which design boosts portal usability?,improve routing to shorten errors,A,0.666667,0.167333,0.417,0.865693
which design boosts portal experience?,advance dispatch to shrink mistakes,B,0.666667,0.167333,0.417,0.865693
what guidance lowers outage delay?,accelerate scheduling to speed costs,A,0.666667,0.167333,0.417,0.865693
what guidance lowers outage latency?,speed planning to quicken spend,B,0.666667,0.167333,0.417,0.865693
which approach enhances system efficiency?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.865693
which approach boosts system productivity?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.865693
which tactic mitigates deployment risk?,increase caching to raise defects,A,0.666667,0.167333,0.417,0.865693
which tactic mitigates deployment hazard?,grow replicas to increase bugs,B,0.666667,0.167333,0.417,0.865693
which practice grows service quality?,stabilize audits to ensure risks,A,0.666667,0.167333,0.417,0.865693
which practice grows service standards?,harden reviews to secure hazards,B,0.666667,0.167333,0.417,0.865693
which policy backs data privacy?,clarify backups to prevent variance,A,0.428571,0.405429,0.417,0.865693
which policy upholds data confidentiality?,illuminate archives to avert drift,B,0.428571,0.405429,0.417,0.865693
what method organizes intake workflow?,simplify alerts to avoid backlogs,A,0.428571,0.405429,0.417,0.865693
what method orders intake process?,simplify signals to avoid bottlenecks,B,0.428571,0.405429,0.417,0.865693
which tool helps staging migration?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.865693
which tool helps staging cutover?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.865693
which design improves portal usability?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.865693
which design enhances portal experience?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.865693
what guidance reduces outage delay?,optimize intake to minimize waiting,A,0.666667,0.167333,0.417,0.865693
what guidance reduces outage latency?,refine onboarding to curtail idle,B,0.666667,0.167333,0.417,0.865693
which approach increases system reliability?,improve routing to shorten errors,A,0.666667,0.167333,0.417,0.865693
which approach increases system stability?,advance dispatch to shrink mistakes,B,0.666667,0.167333,0.417,0.865693
which tactic curbs deployment risk?,accelerate scheduling to speed costs,A,0.666667,0.167333,0.417,0.865693
which tactic curbs deployment hazard?,speed planning to quicken spend,B,0.666667,0.167333,0.417,0.865693
which practice raises service quality?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.865693
which practice elevates service standards?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.865693
which policy secures data privacy?,increase caching to raise defects,A,0.428571,0.405429,0.417,0.865693
which policy protects data confidentiality?,grow replicas to increase bugs,B,0.428571,0.405429,0.417,0.865693
what method refines intake workflow?,stabilize audits to ensure risks,A,0.666667,0.167333,0.417,0.865693
what method refines intake process?,harden reviews to secure hazards,B,0.666667,0.167333,0.417,0.865693
which tool drives staging migration?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.865693
which tool drives staging cutover?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.865693
which design enriches portal usability?,simplify alerts to avoid backlogs,A,0.666667,0.167333,0.417,0.865693
which design enriches portal experience?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.865693
what guidance shrinks outage delay?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.865693
what guidance shrinks outage latency?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.865693
which approach boosts system throughput?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.865693
which approach improves system performance?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.865693
which tactic lowers deployment risk?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.865693
which tactic reduces deployment hazard?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.865693
which practice improves service quality?,improve routing to shorten errors,A,0.428571,0.405429,0.417,0.865693
which practice enhances service standards?,advance dispatch to shrink mistakes,B,0.428571,0.405429,0.417,0.865693
which policy maintains data privacy?,accelerate scheduling to speed costs,A,0.428571,0.405429,0.417,0.865693
which policy secures data confidentiality?,speed planning to quicken spend,B,0.428571,0.405429,0.417,0.865693
what method speeds intake workflow?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.865693
what method accelerates intake process?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.865693
which tool backs staging migration?,increase caching to raise defects,A,0.666667,0.167333,0.417,0.865693
which tool backs staging cutover?,grow replicas to increase bugs,B,0.666667,0.167333,0.417,0.865693
which design optimizes portal usability?,stabilize audits to ensure risks,A,0.428571,0.405429,0.417,0.865693
which design elevates portal experience?,harden reviews to secure hazards,B,0.428571,0.405429,0.417,0.865693
what guidance constrains outage delay?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.865693
what guidance constrains outage latency?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.865693
which approach augments system availability?,simplify alerts to avoid backlogs,A,0.666667,0.167333,0.417,0.865693
which approach augments system uptime?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.865693
which tactic shrinks deployment risk?,prioritize queries to maintain latency,A,0.428571,0.405429,0.417,0.865693
which tactic lessens deployment hazard?,rank reports to sustain lag,B,0.428571,0.405429,0.417,0.865693
which practice increases service quality?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.865693
which practice boosts service standards?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.865693
which policy enforces data privacy?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.865693
which policy assures data confidentiality?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.865693
what method improves intake workflow?,improve routing to shorten errors,A,0.666667,0.167333,0.417,0.865693
what method improves intake process?,advance dispatch to shrink mistakes,B,0.666667,0.167333,0.417,0.865693
which tool facilitates staging migration?,accelerate scheduling to speed costs,A,0.428571,0.405429,0.417,0.865693
which tool assists staging cutover?,speed planning to quicken spend,B,0.428571,0.405429,0.417,0.865693
which design polishes portal usability?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.865693
which design refines portal experience?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.865693
what guidance dampens outage delay?,increase caching to raise defects,A,0.666667,0.167333,0.417,0.865693
what guidance dampens outage latency?,grow replicas to increase bugs,B,0.666667,0.167333,0.417,0.865693
which approach advances system resilience?,stabilize audits to ensure risks,A,0.666667,0.167333,0.417,0.865693
which approach advances system robustness?,harden reviews to secure hazards,B,0.666667,0.167333,0.417,0.865693
which tactic decreases deployment risk?,clarify backups to prevent variance,A,0.428571,0.405429,0.417,0.865693
which tactic dials deployment hazard?,illuminate archives to avert drift,B,0.428571,0.405429,0.417,0.865693
which practice bolsters service quality?,simplify alerts to avoid backlogs,A,0.666667,0.167333,0.417,0.865693
which practice bolsters service standards?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.865693
which policy sustains data privacy?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.865693
which policy sustains data confidentiality?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.865693
