prompt,response,lexicon,lexical_jaccard_prompt,semantic_cosine_prompt,composite_prompt,response_similarity
which approach amplifies system scalability?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.86495
which approach amplifies system growth?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.86495
which tactic trims deployment risk?,simplify alerts to avoid backlogs,A,0.428571,0.405429,0.417,0.86495
which tactic drops deployment hazard?,simplify signals to avoid bottlenecks,B,0.428571,0.405429,0.417,0.86495
which practice amplifies service quality?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.86495
which practice amplifies service standards?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.86495
which policy ensures data privacy?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.86495
which policy guarantees data confidentiality?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.86495
what method streamlines intake workflow?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.86495
what method optimizes intake process?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.86495
which tool assists staging migration?,improve routing to shorten errors,A,0.428571,0.405429,0.417,0.86495
which tool facilitates staging cutover?,advance dispatch to shrink mistakes,B,0.428571,0.405429,0.417,0.86495
which design elevates portal usability?,accelerate scheduling to speed costs,A,0.428571,0.405429,0.417,0.86495
which design polishes portal experience?,speed planning to quicken spend,B,0.428571,0.405429,0.417,0.86495
what guidance curbs outage delay?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.86495
what guidance mitigates outage latency?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.86495
which approach raises system accuracy?,increase caching to raise defects,A,0.666667,0.167333,0.417,0.86495
which approach raises system precision?,grow replicas to increase bugs,B,0.666667,0.167333,0.417,0.86495
which tactic diminishes deployment risk?,stabilize audits to ensure risks,A,0.428571,0.405429,0.417,0.86495
which tactic decreases deployment hazard?,harden reviews to secure hazards,B,0.428571,0.405429,0.417,0.86495
which practice builds service quality?,clarify backups to prevent variance,A,0.428571,0.405429,0.417,0.86495
which practice fortifies service standards?,illuminate archives to avert drift,B,0.428571,0.405429,0.417,0.86495
which policy protects data privacy?,simplify alerts to avoid backlogs,A,0.428571,0.405429,0.417,0.86495
which policy backs data confidentiality?,simplify signals to avoid bottlenecks,B,0.428571,0.405429,0.417,0.86495
what method retools intake workflow?,prioritize queries to maintain latency,A,0.428571,0.405429,0.417,0.86495
what method reworks intake process?,rank reports to sustain lag,B,0.428571,0.405429,0.417,0.86495
which tool supports staging migration?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.86495
which tool enables staging cutover?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.86495
which design enhances portal usability?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.86495
which design improves portal experience?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.86495
what guidance limits outage delay?,improve routing to shorten errors,A,0.428571,0.405429,0.417,0.86495
what guidance curbs outage latency?,advance dispatch to shrink mistakes,B,0.428571,0.405429,0.417,0.86495
which approach elevates system security?,accelerate scheduling to speed costs,A,0.666667,0.167333,0.417,0.86495
which approach elevates system privacy?,speed planning to quicken spend,B,0.666667,0.167333,0.417,0.86495
which tactic limits deployment risk?,enhance testing to boost downtime,A,0.666667,0.167333,0.417,0.86495
which tactic limits deployment hazard?,bolster checking to lift outages,B,0.666667,0.167333,0.417,0.86495
which practice enhances service quality?,increase caching to raise defects,A,0.428571,0.405429,0.417,0.86495
which practice increases service standards?,grow replicas to increase bugs,B,0.428571,0.405429,0.417,0.86495
which policy guarantees data privacy?,stabilize audits to ensure risks,A,0.428571,0.405429,0.417,0.86495
which policy maintains data confidentiality?,harden reviews to secure hazards,B,0.428571,0.405429,0.417,0.86495
what method enhances intake workflow?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.86495
what method enhances intake process?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.86495
which tool guides staging migration?,simplify alerts to avoid backlogs,A,0.666667,0.167333,0.417,0.86495
which tool guides staging cutover?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.86495
which design sharpens portal usability?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.86495
which design sharpens portal experience?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.86495
what guidance mitigates outage delay?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.86495
what guidance limits outage latency?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.86495
which approach improves system quality?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.86495
which approach enhances system standards?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.86495
which tactic cuts deployment risk?,improve routing to shorten errors,A,0.666667,0.167333,0.417,0.86495
which tactic cuts deployment hazard?,advance dispatch to shrink mistakes,B,0.666667,0.167333,0.417,0.86495
which practice elevates service quality?,accelerate scheduling to speed costs,A,0.428571,0.405429,0.417,0.86495
which practice improves service standards?,speed planning to quicken spend,B,0.428571,0.405429,0.417,0.86495
which policy safeguards data privacy?,enhance testing to boost downtime,A,0.428571,0.405429,0.417,0.86495
which policy preserves data confidentiality?,bolster checking to lift outages,B,0.428571,0.405429,0.417,0.86495
what method simplifies intake workflow?,increase caching to raise defects,A,0.666667,0.167333,0.417,0.86495
what method simplifies intake process?,grow replicas to increase bugs,B,0.666667,0.167333,0.417,0.86495
which tool powers staging migration?,stabilize audits to ensure risks,A,0.666667,0.167333,0.417,0.86495
which tool powers staging cutover?,harden reviews to secure hazards,B,0.666667,0.167333,0.417,0.86495
which design advances portal usability?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.86495
which design advances portal experience?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.86495
what guidance decreases outage delay?,simplify alerts to avoid backlogs,A,0.666667,0.167333,0.417,0.86495
what guidance decreases outage latency?,simplify signals to avoid bottlenecks,B,0.666667,0.167333,0.417,0.86495
which approach upgrades system latency?,prioritize queries to maintain latency,A,0.428571,0.405429,0.417,0.86495
which approach optimizes system delay?,rank reports to sustain lag,B,0.428571,0.405429,0.417,0.86495
which tactic reduces deployment risk?,streamline triage to reduce delays,A,0.428571,0.405429,0.417,0.86495
which tactic lowers deployment hazard?,optimize screening to decrease queues,B,0.428571,0.405429,0.417,0.86495
which practice boosts service quality?,optimize intake to minimize waiting,A,0.428571,0.405429,0.417,0.86495
which practice raises service standards?,refine onboarding to curtail idle,B,0.428571,0.405429,0.417,0.86495
which policy supports data privacy?,improve routing to shorten errors,A,0.428571,0.405429,0.417,0.86495
which policy safeguards data confidentiality?,advance dispatch to shrink mistakes,B,0.428571,0.405429,0.417,0.86495
what method accelerates intake workflow?,accelerate scheduling to speed costs,A,0.428571,0.405429,0.417,0.86495
what method speeds intake process?,speed planning to quicken spend,B,0.428571,0.405429,0.417,0.86495
which tool aids staging migration?,enhance testing to boost downtime,A,0.666667,0.167333,0.417,0.86495
which tool aids staging cutover?,bolster checking to lift outages,B,0.666667,0.167333,0.417,0.86495
which design refines portal usability?,increase caching to raise defects,A,0.428571,0.405429,0.417,0.86495
which design optimizes portal experience?,grow replicas to increase bugs,B,0.428571,0.405429,0.417,0.86495
what guidance softens outage delay?,stabilize audits to ensure risks,A,0.666667,0.167333,0.417,0.86495
what guidance softens outage latency?,harden reviews to secure hazards,B,0.666667,0.167333,0.417,0.86495
which approach amplifies system scalability?,clarify backups to prevent variance,A,0.666667,0.167333,0.417,0.86495
which approach amplifies system growth?,illuminate archives to avert drift,B,0.666667,0.167333,0.417,0.86495
which tactic trims deployment risk?,simplify alerts to avoid backlogs,A,0.428571,0.405429,0.417,0.86495
which tactic drops deployment hazard?,simplify signals to avoid bottlenecks,B,0.428571,0.405429,0.417,0.86495
which practice amplifies service quality?,prioritize queries to maintain latency,A,0.666667,0.167333,0.417,0.86495
which practice amplifies service standards?,rank reports to sustain lag,B,0.666667,0.167333,0.417,0.86495
